Country Name,Country Code,Parameters,Year,Value,Country Group
France,FRA,GDP per capita (current US$),2010,40676.06,G7
Germany,DEU,GDP per capita (current US$),2010,41572.46,G7
India,IND,GDP per capita growth (annual %),2010,7.01,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),2010,4.45,BRICS
China,CHN,GDP per capita growth (annual %),2010,10.1,BRICS
South Africa,ZAF,GDP per capita growth (annual %),2010,1.82,BRICS
Brazil,BRA,GDP per capita growth (annual %),2010,6.52,BRICS
United States,USA,GDP per capita growth (annual %),2010,1.85,G7
United Kingdom,GBR,GDP per capita growth (annual %),2010,1.44,G7
Italy,ITA,GDP per capita growth (annual %),2010,1.4,G7
Canada,CAN,GDP per capita growth (annual %),2010,1.95,G7
Japan,JPN,GDP per capita growth (annual %),2010,4.08,G7
France,FRA,GDP per capita growth (annual %),2010,1.45,G7
Germany,DEU,GDP per capita growth (annual %),2010,4.34,G7
India,IND,Gross savings (% of GDP),2010,36.31,BRICS
Russian Federation,RUS,Gross savings (% of GDP),2010,26.28,BRICS
China,CHN,Gross savings (% of GDP),2010,51.33,BRICS
South Africa,ZAF,Gross savings (% of GDP),2010,17.14,BRICS
Brazil,BRA,Gross savings (% of GDP),2010,17.8,BRICS
United States,USA,Gross savings (% of GDP),2010,15.38,G7
United Kingdom,GBR,Gross savings (% of GDP),2010,13.41,G7
Italy,ITA,Gross savings (% of GDP),2010,17.27,G7
Canada,CAN,Gross savings (% of GDP),2010,19.31,G7
Japan,JPN,Gross savings (% of GDP),2010,26.38,G7
France,FRA,Gross savings (% of GDP),2010,21.09,G7
Germany,DEU,Gross savings (% of GDP),2010,25.78,G7
India,IND,Imports of goods and services (% of GDP),2010,26.85,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),2010,21.14,BRICS
China,CHN,Imports of goods and services (% of GDP),2010,23.53,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),2010,24.62,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),2010,11.91,BRICS
United States,USA,Imports of goods and services (% of GDP),2010,15.88,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),2010,30.42,G7
Italy,ITA,Imports of goods and services (% of GDP),2010,26.93,G7
Canada,CAN,Imports of goods and services (% of GDP),2010,31.04,G7
Japan,JPN,Imports of goods and services (% of GDP),2010,13.58,G7
France,FRA,Imports of goods and services (% of GDP),2010,28.08,G7
Germany,DEU,Imports of goods and services (% of GDP),2010,37.3,G7
India,IND,"Inflation, consumer prices (annual %)",2010,11.99,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",2010,6.85,BRICS
China,CHN,"Inflation, consumer prices (annual %)",2010,3.18,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",2010,4.09,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",2010,5.04,BRICS
United States,USA,"Inflation, consumer prices (annual %)",2010,1.64,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2010,2.49,G7
Italy,ITA,"Inflation, consumer prices (annual %)",2010,1.53,G7
Canada,CAN,"Inflation, consumer prices (annual %)",2010,1.78,G7
Japan,JPN,"Inflation, consumer prices (annual %)",2010,-0.73,G7
France,FRA,"Inflation, consumer prices (annual %)",2010,1.53,G7
Germany,DEU,"Inflation, consumer prices (annual %)",2010,1.1,G7
India,IND,Population ages 65 and above (% of total population),2010,5.07,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),2010,12.79,BRICS
China,CHN,Population ages 65 and above (% of total population),2010,8.62,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),2010,4.89,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),2010,6.91,BRICS
United States,USA,Population ages 65 and above (% of total population),2010,13.03,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),2010,16.34,G7
Italy,ITA,Population ages 65 and above (% of total population),2010,20.41,G7
Canada,CAN,Population ages 65 and above (% of total population),2010,14.06,G7
Japan,JPN,Population ages 65 and above (% of total population),2010,23.6,G7
France,FRA,Population ages 65 and above (% of total population),2010,16.98,G7
Germany,DEU,Population ages 65 and above (% of total population),2010,20.45,G7
India,IND,Population growth (annual %),2010,1.38,BRICS
Russian Federation,RUS,Population growth (annual %),2010,0.04,BRICS
China,CHN,Population growth (annual %),2010,0.48,BRICS
South Africa,ZAF,Population growth (annual %),2010,1.19,BRICS
Brazil,BRA,Population growth (annual %),2010,0.94,BRICS
United States,USA,Population growth (annual %),2010,0.83,G7
United Kingdom,GBR,Population growth (annual %),2010,0.78,G7
Italy,ITA,Population growth (annual %),2010,0.31,G7
Canada,CAN,Population growth (annual %),2010,1.11,G7
Japan,JPN,Population growth (annual %),2010,0.02,G7
France,FRA,Population growth (annual %),2010,0.49,G7
Germany,DEU,Population growth (annual %),2010,-0.15,G7
India,IND,"Population, total",2010,1240613620.0,BRICS
Russian Federation,RUS,"Population, total",2010,142849468.0,BRICS
China,CHN,"Population, total",2010,1337705000.0,BRICS
South Africa,ZAF,"Population, total",2010,51784921.0,BRICS
Brazil,BRA,"Population, total",2010,196353492.0,BRICS
United States,USA,"Population, total",2010,309327143.0,G7
United Kingdom,GBR,"Population, total",2010,62766365.0,G7
Italy,ITA,"Population, total",2010,59277417.0,G7
Canada,CAN,"Population, total",2010,34005902.0,G7
Japan,JPN,"Population, total",2010,128070000.0,G7
France,FRA,"Population, total",2010,65030575.0,G7
Germany,DEU,"Population, total",2010,81776930.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,8.32,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,7.37,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,4.53,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,23.18,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,8.42,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,9.63,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,7.79,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,8.36,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,8.18,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,5.1,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,9.28,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,6.97,G7
India,IND,Current account balance (% of GDP),2011,-3.43,BRICS
Russian Federation,RUS,Current account balance (% of GDP),2011,4.75,BRICS
China,CHN,Current account balance (% of GDP),2011,1.8,BRICS
South Africa,ZAF,Current account balance (% of GDP),2011,-2.02,BRICS
Brazil,BRA,Current account balance (% of GDP),2011,-3.19,BRICS
United States,USA,Current account balance (% of GDP),2011,-2.92,G7
United Kingdom,GBR,Current account balance (% of GDP),2011,-1.63,G7
Italy,ITA,Current account balance (% of GDP),2011,-2.82,G7
Canada,CAN,Current account balance (% of GDP),2011,-2.77,G7
Japan,JPN,Current account balance (% of GDP),2011,2.08,G7
France,FRA,Current account balance (% of GDP),2011,-1.03,G7
Germany,DEU,Current account balance (% of GDP),2011,6.19,G7
India,IND,"Fertility rate, total (births per woman)",2011,2.54,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",2011,1.58,BRICS
China,CHN,"Fertility rate, total (births per woman)",2011,1.67,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",2011,2.44,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",2011,1.8,BRICS
United States,USA,"Fertility rate, total (births per woman)",2011,1.89,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",2011,1.91,G7
Italy,ITA,"Fertility rate, total (births per woman)",2011,1.44,G7
Canada,CAN,"Fertility rate, total (births per woman)",2011,1.63,G7
Japan,JPN,"Fertility rate, total (births per woman)",2011,1.39,G7
France,FRA,"Fertility rate, total (births per woman)",2011,2.01,G7
Germany,DEU,"Fertility rate, total (births per woman)",2011,1.39,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",2011,2.0,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",2011,2.69,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",2011,3.71,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",2011,0.9,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",2011,3.92,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",2011,1.69,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",2011,1.01,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",2011,1.5,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",2011,2.14,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",2011,-0.01,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",2011,1.54,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",2011,2.6,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",2011,0.69,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",2011,3.27,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",2011,0.64,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",2011,-0.03,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",2011,0.61,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",2011,2.8,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",2011,3.03,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",2011,2.26,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",2011,2.79,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",2011,1.87,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",2011,2.25,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",2011,2.88,G7
India,IND,GDP (current US$),2011,1820000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),2011,2050000000000.0,BRICS
China,CHN,GDP (current US$),2011,7550000000000.0,BRICS
South Africa,ZAF,GDP (current US$),2011,458000000000.0,BRICS
Brazil,BRA,GDP (current US$),2011,2620000000000.0,BRICS
United States,USA,GDP (current US$),2011,15600000000000.0,G7
United Kingdom,GBR,GDP (current US$),2011,2660000000000.0,G7
Italy,ITA,GDP (current US$),2011,2290000000000.0,G7
Canada,CAN,GDP (current US$),2011,1790000000000.0,G7
Japan,JPN,GDP (current US$),2011,6230000000000.0,G7
France,FRA,GDP (current US$),2011,2870000000000.0,G7
Germany,DEU,GDP (current US$),2011,3750000000000.0,G7
India,IND,GDP growth (annual %),2011,5.24,BRICS
Russian Federation,RUS,GDP growth (annual %),2011,4.3,BRICS
China,CHN,GDP growth (annual %),2011,9.55,BRICS
South Africa,ZAF,GDP growth (annual %),2011,3.17,BRICS
Brazil,BRA,GDP growth (annual %),2011,3.97,BRICS
United States,USA,GDP growth (annual %),2011,1.56,G7
United Kingdom,GBR,GDP growth (annual %),2011,1.15,G7
Italy,ITA,GDP growth (annual %),2011,0.71,G7
Canada,CAN,GDP growth (annual %),2011,3.14,G7
Japan,JPN,GDP growth (annual %),2011,0.02,G7
France,FRA,GDP growth (annual %),2011,2.19,G7
Germany,DEU,GDP growth (annual %),2011,3.93,G7
India,IND,GDP per capita (current US$),2011,1449.6,BRICS
Russian Federation,RUS,GDP per capita (current US$),2011,14305.33,BRICS
China,CHN,GDP per capita (current US$),2011,5614.39,BRICS
South Africa,ZAF,GDP per capita (current US$),2011,8737.04,BRICS
Brazil,BRA,GDP per capita (current US$),2011,13200.56,BRICS
United States,USA,GDP per capita (current US$),2011,50065.98,G7
United Kingdom,GBR,GDP per capita (current US$),2011,42109.64,G7
Italy,ITA,GDP per capita (current US$),2011,38649.64,G7
Canada,CAN,GDP per capita (current US$),2011,52223.86,G7
Japan,JPN,GDP per capita (current US$),2011,48760.08,G7
France,FRA,GDP per capita (current US$),2011,43846.47,G7
Germany,DEU,GDP per capita (current US$),2011,46705.9,G7
India,IND,GDP per capita growth (annual %),2011,3.82,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),2011,4.22,BRICS
China,CHN,GDP per capita growth (annual %),2011,8.95,BRICS
South Africa,ZAF,GDP per capita growth (annual %),2011,1.87,BRICS
Brazil,BRA,GDP per capita growth (annual %),2011,3.01,BRICS
United States,USA,GDP per capita growth (annual %),2011,0.83,G7
United Kingdom,GBR,GDP per capita growth (annual %),2011,0.36,G7
Italy,ITA,GDP per capita growth (annual %),2011,0.53,G7
Canada,CAN,GDP per capita growth (annual %),2011,2.14,G7
Japan,JPN,GDP per capita growth (annual %),2011,0.21,G7
France,FRA,GDP per capita growth (annual %),2011,1.7,G7
Germany,DEU,GDP per capita growth (annual %),2011,5.87,G7
India,IND,Gross savings (% of GDP),2011,35.13,BRICS
Russian Federation,RUS,Gross savings (% of GDP),2011,28.76,BRICS
China,CHN,Gross savings (% of GDP),2011,49.23,BRICS
South Africa,ZAF,Gross savings (% of GDP),2011,16.1,BRICS
Brazil,BRA,Gross savings (% of GDP),2011,18.6,BRICS
United States,USA,Gross savings (% of GDP),2011,16.34,G7
United Kingdom,GBR,Gross savings (% of GDP),2011,14.3,G7
Italy,ITA,Gross savings (% of GDP),2011,17.64,G7
Canada,CAN,Gross savings (% of GDP),2011,20.86,G7
Japan,JPN,Gross savings (% of GDP),2011,25.58,G7
France,FRA,Gross savings (% of GDP),2011,22.12,G7
Germany,DEU,Gross savings (% of GDP),2011,27.82,G7
India,IND,Imports of goods and services (% of GDP),2011,31.08,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),2011,19.98,BRICS
China,CHN,Imports of goods and services (% of GDP),2011,24.17,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),2011,26.94,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),2011,12.35,BRICS
United States,USA,Imports of goods and services (% of GDP),2011,17.28,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),2011,32.18,G7
Italy,ITA,Imports of goods and services (% of GDP),2011,28.27,G7
Canada,CAN,Imports of goods and services (% of GDP),2011,31.82,G7
Japan,JPN,Imports of goods and services (% of GDP),2011,15.42,G7
France,FRA,Imports of goods and services (% of GDP),2011,30.37,G7
Germany,DEU,Imports of goods and services (% of GDP),2011,40.15,G7
India,IND,"Inflation, consumer prices (annual %)",2011,8.91,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",2011,8.44,BRICS
China,CHN,"Inflation, consumer prices (annual %)",2011,5.55,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",2011,5.0,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",2011,6.64,BRICS
United States,USA,"Inflation, consumer prices (annual %)",2011,3.16,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2011,3.86,G7
Italy,ITA,"Inflation, consumer prices (annual %)",2011,2.78,G7
Canada,CAN,"Inflation, consumer prices (annual %)",2011,2.91,G7
Japan,JPN,"Inflation, consumer prices (annual %)",2011,-0.27,G7
France,FRA,"Inflation, consumer prices (annual %)",2011,2.11,G7
Germany,DEU,"Inflation, consumer prices (annual %)",2011,2.08,G7
India,IND,Population ages 65 and above (% of total population),2011,5.14,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),2011,12.7,BRICS
China,CHN,Population ages 65 and above (% of total population),2011,8.82,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),2011,4.99,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),2011,7.07,BRICS
United States,USA,Population ages 65 and above (% of total population),2011,13.27,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),2011,16.6,G7
Italy,ITA,Population ages 65 and above (% of total population),2011,20.63,G7
Canada,CAN,Population ages 65 and above (% of total population),2011,14.4,G7
Japan,JPN,Population ages 65 and above (% of total population),2011,23.98,G7
France,FRA,Population ages 65 and above (% of total population),2011,17.27,G7
Germany,DEU,Population ages 65 and above (% of total population),2011,20.4,G7
India,IND,Population growth (annual %),2011,1.36,BRICS
Russian Federation,RUS,Population growth (annual %),2011,0.12,BRICS
China,CHN,Population growth (annual %),2011,0.55,BRICS
South Africa,ZAF,Population growth (annual %),2011,1.26,BRICS
Brazil,BRA,Population growth (annual %),2011,0.93,BRICS
United States,USA,Population growth (annual %),2011,0.73,G7
United Kingdom,GBR,Population growth (annual %),2011,0.78,G7
Italy,ITA,Population growth (annual %),2011,0.17,G7
Canada,CAN,Population growth (annual %),2011,0.98,G7
Japan,JPN,Population growth (annual %),2011,-0.19,G7
France,FRA,Population growth (annual %),2011,0.48,G7
Germany,DEU,Population growth (annual %),2011,-1.85,G7
India,IND,"Population, total",2011,1257621191.0,BRICS
Russian Federation,RUS,"Population, total",2011,143018195.0,BRICS
China,CHN,"Population, total",2011,1345035000.0,BRICS
South Africa,ZAF,"Population, total",2011,52443325.0,BRICS
Brazil,BRA,"Population, total",2011,198185302.0,BRICS
United States,USA,"Population, total",2011,311583481.0,G7
United Kingdom,GBR,"Population, total",2011,63258810.0,G7
Italy,ITA,"Population, total",2011,59379449.0,G7
Canada,CAN,"Population, total",2011,34339221.0,G7
Japan,JPN,"Population, total",2011,127833000.0,G7
France,FRA,"Population, total",2011,65345233.0,G7
Germany,DEU,"Population, total",2011,80274983.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,8.22,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,6.54,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,4.55,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,21.42,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,7.58,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,8.95,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,8.04,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,8.36,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,7.64,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,4.55,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,9.23,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,5.83,G7
India,IND,Current account balance (% of GDP),2012,-5.0,BRICS
Russian Federation,RUS,Current account balance (% of GDP),2012,3.23,BRICS
China,CHN,Current account balance (% of GDP),2012,2.52,BRICS
South Africa,ZAF,Current account balance (% of GDP),2012,-4.68,BRICS
Brazil,BRA,Current account balance (% of GDP),2012,-3.76,BRICS
United States,USA,Current account balance (% of GDP),2012,-2.57,G7
United Kingdom,GBR,Current account balance (% of GDP),2012,-3.15,G7
Italy,ITA,Current account balance (% of GDP),2012,-0.25,G7
Canada,CAN,Current account balance (% of GDP),2012,-3.53,G7
Japan,JPN,Current account balance (% of GDP),2012,0.96,G7
France,FRA,Current account balance (% of GDP),2012,-1.23,G7
Germany,DEU,Current account balance (% of GDP),2012,7.13,G7
India,IND,"Fertility rate, total (births per woman)",2012,2.47,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",2012,1.69,BRICS
China,CHN,"Fertility rate, total (births per woman)",2012,1.8,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",2012,2.45,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",2012,1.77,BRICS
United States,USA,"Fertility rate, total (births per woman)",2012,1.88,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",2012,1.92,G7
Italy,ITA,"Fertility rate, total (births per woman)",2012,1.43,G7
Canada,CAN,"Fertility rate, total (births per woman)",2012,1.63,G7
Japan,JPN,"Fertility rate, total (births per woman)",2012,1.41,G7
France,FRA,"Fertility rate, total (births per woman)",2012,2.01,G7
Germany,DEU,"Fertility rate, total (births per woman)",2012,1.41,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",2012,1.31,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",2012,2.29,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",2012,2.83,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",2012,1.06,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",2012,3.75,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",2012,1.54,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",2012,1.73,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",2012,0.0,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",2012,2.7,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",2012,0.01,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",2012,1.23,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",2012,1.86,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",2012,0.47,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",2012,2.21,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",2012,0.76,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",2012,0.67,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",2012,0.08,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",2012,2.32,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",2012,0.44,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",2012,0.33,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",2012,3.4,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",2012,1.88,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",2012,1.94,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",2012,2.81,G7
India,IND,GDP (current US$),2012,1830000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),2012,2210000000000.0,BRICS
China,CHN,GDP (current US$),2012,8530000000000.0,BRICS
South Africa,ZAF,GDP (current US$),2012,434000000000.0,BRICS
Brazil,BRA,GDP (current US$),2012,2470000000000.0,BRICS
United States,USA,GDP (current US$),2012,16300000000000.0,G7
United Kingdom,GBR,GDP (current US$),2012,2710000000000.0,G7
Italy,ITA,GDP (current US$),2012,2090000000000.0,G7
Canada,CAN,GDP (current US$),2012,1830000000000.0,G7
Japan,JPN,GDP (current US$),2012,6270000000000.0,G7
France,FRA,GDP (current US$),2012,2680000000000.0,G7
Germany,DEU,GDP (current US$),2012,3530000000000.0,G7
India,IND,GDP growth (annual %),2012,5.46,BRICS
Russian Federation,RUS,GDP growth (annual %),2012,4.02,BRICS
China,CHN,GDP growth (annual %),2012,7.86,BRICS
South Africa,ZAF,GDP growth (annual %),2012,2.4,BRICS
Brazil,BRA,GDP growth (annual %),2012,1.92,BRICS
United States,USA,GDP growth (annual %),2012,2.29,G7
United Kingdom,GBR,GDP growth (annual %),2012,1.51,G7
Italy,ITA,GDP growth (annual %),2012,-2.98,G7
Canada,CAN,GDP growth (annual %),2012,1.76,G7
Japan,JPN,GDP growth (annual %),2012,1.37,G7
France,FRA,GDP growth (annual %),2012,0.31,G7
Germany,DEU,GDP growth (annual %),2012,0.42,G7
India,IND,GDP per capita (current US$),2012,1434.02,BRICS
Russian Federation,RUS,GDP per capita (current US$),2012,15401.85,BRICS
China,CHN,GDP per capita (current US$),2012,6300.58,BRICS
South Africa,ZAF,GDP per capita (current US$),2012,8173.87,BRICS
Brazil,BRA,GDP per capita (current US$),2012,12327.51,BRICS
United States,USA,GDP per capita (current US$),2012,51784.41,G7
United Kingdom,GBR,GDP per capita (current US$),2012,42497.34,G7
Italy,ITA,GDP per capita (current US$),2012,35051.52,G7
Canada,CAN,GDP per capita (current US$),2012,52670.34,G7
Japan,JPN,GDP per capita (current US$),2012,49145.28,G7
France,FRA,GDP per capita (current US$),2012,40870.85,G7
Germany,DEU,GDP per capita (current US$),2012,43855.85,G7
India,IND,GDP per capita growth (annual %),2012,4.06,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),2012,3.85,BRICS
China,CHN,GDP per capita growth (annual %),2012,7.13,BRICS
South Africa,ZAF,GDP per capita growth (annual %),2012,1.04,BRICS
Brazil,BRA,GDP per capita growth (annual %),2012,1.01,BRICS
United States,USA,GDP per capita growth (annual %),2012,1.54,G7
United Kingdom,GBR,GDP per capita growth (annual %),2012,0.81,G7
Italy,ITA,GDP per capita growth (annual %),2012,-3.24,G7
Canada,CAN,GDP per capita growth (annual %),2012,0.66,G7
Japan,JPN,GDP per capita growth (annual %),2012,1.54,G7
France,FRA,GDP per capita growth (annual %),2012,-0.17,G7
Germany,DEU,GDP per capita growth (annual %),2012,0.23,G7
India,IND,Gross savings (% of GDP),2012,35.26,BRICS
Russian Federation,RUS,Gross savings (% of GDP),2012,27.24,BRICS
China,CHN,Gross savings (% of GDP),2012,48.67,BRICS
South Africa,ZAF,Gross savings (% of GDP),2012,13.5,BRICS
Brazil,BRA,Gross savings (% of GDP),2012,17.68,BRICS
United States,USA,Gross savings (% of GDP),2012,18.38,G7
United Kingdom,GBR,Gross savings (% of GDP),2012,12.91,G7
Italy,ITA,Gross savings (% of GDP),2012,17.55,G7
Canada,CAN,Gross savings (% of GDP),2012,20.92,G7
Japan,JPN,Gross savings (% of GDP),2012,24.9,G7
France,FRA,Gross savings (% of GDP),2012,21.46,G7
Germany,DEU,Gross savings (% of GDP),2012,26.8,G7
India,IND,Imports of goods and services (% of GDP),2012,31.26,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),2012,20.24,BRICS
China,CHN,Imports of goods and services (% of GDP),2012,22.78,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),2012,28.44,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),2012,13.24,BRICS
United States,USA,Imports of goods and services (% of GDP),2012,17.04,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),2012,31.61,G7
Italy,ITA,Imports of goods and services (% of GDP),2012,27.28,G7
Canada,CAN,Imports of goods and services (% of GDP),2012,32.24,G7
Japan,JPN,Imports of goods and services (% of GDP),2012,16.06,G7
France,FRA,Imports of goods and services (% of GDP),2012,30.5,G7
Germany,DEU,Imports of goods and services (% of GDP),2012,40.21,G7
India,IND,"Inflation, consumer prices (annual %)",2012,9.48,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",2012,5.07,BRICS
China,CHN,"Inflation, consumer prices (annual %)",2012,2.62,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",2012,5.72,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",2012,5.4,BRICS
United States,USA,"Inflation, consumer prices (annual %)",2012,2.07,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2012,2.57,G7
Italy,ITA,"Inflation, consumer prices (annual %)",2012,3.04,G7
Canada,CAN,"Inflation, consumer prices (annual %)",2012,1.52,G7
Japan,JPN,"Inflation, consumer prices (annual %)",2012,-0.04,G7
France,FRA,"Inflation, consumer prices (annual %)",2012,1.95,G7
Germany,DEU,"Inflation, consumer prices (annual %)",2012,2.01,G7
India,IND,Population ages 65 and above (% of total population),2012,5.22,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),2012,12.83,BRICS
China,CHN,Population ages 65 and above (% of total population),2012,9.05,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),2012,5.11,BRICS
